INDEX,STORY,QUERY
142,"Xiao Hong finds a basket in the bell tower, the label on the basket is pepper powder, Xiao Hong cannot see what is inside the basket, Xiao Hong opens the basket and finds a sweater, there is no pepper powder in the basket, Xiao Hong closes the basket and puts it back in its place, Youyou enters the bell tower and sees the basket.",<question>###QUESTION: What is in the basket?</question><option>###OPTION: A. Pepper powder B. Coat C. Durian D. Sweater</option>
143,"Xiao Hong finds a basket in the bell tower, the label on the basket is pepper powder, Xiao Hong cannot see what is inside the basket, Xiao Hong opens the basket and finds a sweater, there is no pepper powder in the basket, Xiao Hong closes the basket and puts it back in its place, Youyou enters the bell tower and sees the basket.",<question>###QUESTION: What should be inside the basket?</question><option>###OPTION: A. Beetroot B. Plate ruler C. Sweater D. Pepper powder</option>
144,"Xiao Hong finds a basket in the bell tower, the label on the basket is pepper powder, Xiao Hong cannot see what is inside the basket, Xiao Hong opens the basket and finds a sweater, there is no pepper powder in the basket, Xiao Hong closes the basket and puts it back in its place, Youyou enters the bell tower and sees the basket.","<question>###QUESTION: After Youyou opens the basket, what does Xiao Hong expect to find inside the basket?</question><option>###OPTION: A. Sweater B. Bottle C. Vest D. Pepper powder</option>"
145,"Xiao Hong finds a basket in the bell tower, the label on the basket is pepper powder, Xiao Hong cannot see what is inside the basket, Xiao Hong opens the basket and finds a sweater, there is no pepper powder in the basket, Xiao Hong closes the basket and puts it back in its place, Youyou enters the bell tower and sees the basket.","<question>###QUESTION: After Youyou opens the basket, what does Youyou expect to find in the basket?</question><option>###OPTION: A. Plate ruler B. Pepper powder C. Sweater D. Box</option>"
146,"Xiao Hong finds a basket in the bell tower, the label on the basket is pepper powder, Xiao Hong cannot see what is inside the basket, Xiao Hong opens the basket and finds a sweater, there is no pepper powder in the basket, Xiao Hong closes the basket and puts it back in its place, Youyou enters the bell tower and sees the basket.","<question>###QUESTION: After Youyou opens the basket, what does Xiao Hong think Youyou expects to find in the basket?</question><option>###OPTION: A. Sweater B. Banana C. Pepper powder D. Button</option>"
147,"Xiao Hong finds a basket in the bell tower, the label on the basket is pepper powder, Xiao Hong cannot see what is inside the basket, Xiao Hong opens the basket and finds a sweater, there is no pepper powder in the basket, Xiao Hong closes the basket and puts it back in its place, Youyou enters the bell tower and sees the basket.","<question>###QUESTION: After Youyou opens the basket, what does Youyou think Xiao Hong expects to find in the basket?</question><option>###OPTION: A. Calculator B. Pepper powder C. Sweater D. Cup</option>"
148,"Xiao Gang finds a basket on the terrace, the label on the basket is shirt, Xiao Gang cannot see what is inside the basket, Xiao Gang opens the basket and finds a coconut, there is no shirt inside the basket, Xiao Gang closes the basket and puts it back in its place, Zhang Wei enters the terrace and sees the basket.",<question>###QUESTION: What is inside the basket?</question><option>###OPTION: A. Cabbage B. Eggplant C. Shirt D. Coconut</option>
149,"Xiao Gang finds a basket on the terrace, the label on the basket is shirt, Xiao Gang cannot see what is inside the basket, Xiao Gang opens the basket and finds a coconut, there is no shirt inside the basket, Xiao Gang closes the basket and puts it back in its place, Zhang Wei enters the terrace and sees the basket.",<question>###QUESTION: What should be in the basket?</question><option>###OPTION: A. Fingerless gloves sweater B. Ring C. Shirt D. Coconut</option>
150,"Xiao Gang finds a basket on the terrace, the label on the basket is shirt, Xiao Gang cannot see what is inside the basket, Xiao Gang opens the basket and finds a coconut, there is no shirt inside the basket, Xiao Gang closes the basket and puts it back in its place, Zhang Wei enters the terrace and sees the basket.","<question>###QUESTION: After Zhang Wei opens the basket, what does Xiao Gang expect to find inside the basket?</question><option>###OPTION: A. Vest B. Tape C. Shirt D. Coconut</option>"
151,"Xiao Gang finds a basket on the terrace, the label on the basket is shirt, Xiao Gang cannot see what is inside the basket, Xiao Gang opens the basket and finds a coconut, there is no shirt inside the basket, Xiao Gang closes the basket and puts it back in its place, Zhang Wei enters the terrace and sees the basket.","<question>###QUESTION: After Zhang Wei opens the basket, what does Zhang Wei expect to find inside the basket?</question><option>###OPTION: A. Shirt B. Bottle C. Coconut D. Mask</option>"
152,"Xiao Gang finds a basket on the terrace, the label on the basket is shirt, Xiao Gang cannot see what is inside the basket, Xiao Gang opens the basket and finds a coconut, there is no shirt inside the basket, Xiao Gang closes the basket and puts it back in its place, Zhang Wei enters the terrace and sees the basket.","<question>###QUESTION: After Zhang Wei opens the basket, what does Xiaogang think Zhang Wei expects to find in the basket?</question><option>###OPTION: A. Pumpkin B. Shirt C. Tomato D. Coconut</option>"
153,"Xiao Gang finds a basket on the terrace, the label on the basket is shirt, Xiao Gang cannot see what is inside the basket, Xiao Gang opens the basket and finds a coconut, there is no shirt inside the basket, Xiao Gang closes the basket and puts it back in its place, Zhang Wei enters the terrace and sees the basket.","<question>###QUESTION: After Zhang Wei opens the basket, what does Zhang Wei think Xiao Gang expects to find in the basket?</question><option>###OPTION: A. Sweater B. Shirt C. Coconut D. Box</option>"
154,"Youyou finds a basket in the classroom, the label on the basket is a button, Youyou cannot see what is inside the basket, Youyou opens the basket and finds tomatoes, there are no buttons in the basket, Youyou closes the basket and puts it back in its place, Lilei enters the classroom and sees the basket.",<question>###QUESTION: What is in the basket?</question><option>###OPTION: A. Tomatoes B. Button C. Plate ruler D. Potato</option>
155,"Youyou finds a basket in the classroom, the label on the basket is a button, Youyou cannot see what is inside the basket, Youyou opens the basket and finds tomatoes, there are no buttons in the basket, Youyou closes the basket and puts it back in its place, Lilei enters the classroom and sees the basket.",<question>###QUESTION: What should be in the basket?</question><option>###OPTION: A. Tomatoes B. Corn C. Shirt D. Button</option>
156,"Youyou finds a basket in the classroom, the label on the basket is a button, Youyou cannot see what is inside the basket, Youyou opens the basket and finds tomatoes, there are no buttons in the basket, Youyou closes the basket and puts it back in its place, Lilei enters the classroom and sees the basket.","<question>###QUESTION: After Li Lei opens the basket, what does Youyou expect to find inside the basket?</question><option>###OPTION: A. Button B. Tomato C. Finger gloves wool sweater D. Pineapple</option>"
157,"Youyou finds a basket in the classroom, the label on the basket is a button, Youyou cannot see what is inside the basket, Youyou opens the basket and finds tomatoes, there are no buttons in the basket, Youyou closes the basket and puts it back in its place, Lilei enters the classroom and sees the basket.","<question>###QUESTION: After Lilei opens the basket, what does Lilei expect to find in the basket?</question><option>###OPTION: A. Notebook B. Button C. Sweater D. Tomato</option>"
158,"Youyou finds a basket in the classroom, the label on the basket is a button, Youyou cannot see what is inside the basket, Youyou opens the basket and finds tomatoes, there are no buttons in the basket, Youyou closes the basket and puts it back in its place, Lilei enters the classroom and sees the basket.","<question>###QUESTION: After Lilei opens the basket, what does Youyou think Lilei expects to find in the basket?</question><option>###OPTION: A. Tomatoes B. Raincoat C. Button D. Tape</option>"
159,"Youyou finds a basket in the classroom, the label on the basket is a button, Youyou cannot see what is inside the basket, Youyou opens the basket and finds tomatoes, there are no buttons in the basket, Youyou closes the basket and puts it back in its place, Lilei enters the classroom and sees the basket.","<question>###QUESTION: After Lilei opens the basket, what does Lilei think Youyou expects to find in the basket?</question><option>###OPTION: A. Cup B. Tomato C. Tie D. Button</option>"
160,"Xiao Ming finds a safe on the farm, the label on the safe is a marker, Xiao Ming cannot see what is inside the safe, Xiao Ming opens the safe and finds a banana, there is no marker inside the safe, Xiao Ming closes the safe and puts it back in its place, Youyou enters the farm and sees the safe.",<question>###QUESTION: What is inside the safe?</question><option>###OPTION: A. Mask B. Marker C. Banana D. Sponge</option>
161,"Xiao Ming finds a safe on the farm, the label on the safe is a marker, Xiao Ming cannot see what is inside the safe, Xiao Ming opens the safe and finds a banana, there is no marker inside the safe, Xiao Ming closes the safe and puts it back in its place, Youyou enters the farm and sees the safe.",<question>###QUESTION: What should be in the safe?</question><option>###OPTION: A. Sweatshirt B. Marker C. Banana D. Pepper powder</option>
162,"Xiao Ming finds a safe on the farm, the label on the safe is a marker, Xiao Ming cannot see what is inside the safe, Xiao Ming opens the safe and finds a banana, there is no marker inside the safe, Xiao Ming closes the safe and puts it back in its place, Youyou enters the farm and sees the safe.","<question>###QUESTION: After Youyou opens the safe, what does Xiao Ming expect to find in the safe?</question><option>###OPTION: A. Marker B. Banana C. Watch D. Cup</option>"
163,"Xiao Ming finds a safe on the farm, the label on the safe is a marker, Xiao Ming cannot see what is inside the safe, Xiao Ming opens the safe and finds a banana, there is no marker inside the safe, Xiao Ming closes the safe and puts it back in its place, Youyou enters the farm and sees the safe.","<question>###QUESTION: After Youyou opens the safe, what does Youyou expect to find inside the safe?</question><option>###OPTION: A. Marker B. Jar C. Book D. Banana</option>"
164,"Xiao Ming finds a safe on the farm, the label on the safe is a marker, Xiao Ming cannot see what is inside the safe, Xiao Ming opens the safe and finds a banana, there is no marker inside the safe, Xiao Ming closes the safe and puts it back in its place, Youyou enters the farm and sees the safe.","<question>###QUESTION: After Youyou opens the safe, what does Xiao Ming think Youyou expects to find in the safe?</question><option>###OPTION: A. Tomato B. Marker C. Banana D. Cup</option>"
165,"Xiao Ming finds a safe on the farm, the label on the safe is a marker, Xiao Ming cannot see what is inside the safe, Xiao Ming opens the safe and finds a banana, there is no marker inside the safe, Xiao Ming closes the safe and puts it back in its place, Youyou enters the farm and sees the safe.","<question>###QUESTION: After Youyou opens the safe, what does Youyou think Xiao Ming expects to find in the safe?</question><option>###OPTION: A. Marker B. Compass C. Banana D. Coconut</option>"
166,"Last Friday, all classmates in the fifth grade of elementary school participate in a Chinese composition competition. Xiao Ming really wants to win first place in this competition. The competition results come out, Xiao Hong wins the competition, and Xiao Ming happens to take a leave of absence and does not go to school that day. When going to school on Monday, Xiao Hong is the first to see Xiao Ming and says: ""Xiao Ming, I read your composition and it is not bad, just a bit regrettable."" Xiao Ming is very surprised when he hears this and says: ""What do you mean, can you be more clear?"" Xiao Hong looks at Xiao Ming and says: ""Oh, it is nothing, let's go to class.""",<question>###QUESTION: Does anyone say something inappropriate in this story?</question><option>###OPTION: A. Someone in the story says something inappropriate B. No one in the story says something inappropriate.</option>
167,"Last Friday, all classmates in the fifth grade of elementary school participate in a Chinese composition competition. Xiao Ming really wants to win first place in this competition. The competition results come out, Xiao Hong wins the competition, and Xiao Ming happens to take a leave of absence and does not go to school that day. When going to school on Monday, Xiao Hong is the first to see Xiao Ming and says: ""Xiao Ming, I read your composition and it is not bad, just a bit regrettable."" Xiao Ming is very surprised when he hears this and says: ""What do you mean, can you be more clear?"" Xiao Hong looks at Xiao Ming and says: ""Oh, it is nothing, let's go to class.""","<question>###QUESTION: If there is one, which sentence is inappropriate?</question><option>###OPTION: A. Xiao Ming, I read your composition and it is not bad, it is just a bit regrettable. B. What do you mean, can you explain it more clearly? C. Oh, it is nothing, let's go to class. D. No one in the story says anything inappropriate.</option>"
168,"Last Friday, all classmates in the fifth grade of elementary school participate in a Chinese composition competition. Xiao Ming really wants to win first place in this competition. The competition results come out, Xiao Hong wins the competition, and Xiao Ming happens to take a leave of absence and does not go to school that day. When going to school on Monday, Xiao Hong is the first to see Xiao Ming and says: ""Xiao Ming, I read your composition and it is not bad, just a bit regrettable."" Xiao Ming is very surprised when he hears this and says: ""What do you mean, can you be more clear?"" Xiao Hong looks at Xiao Ming and says: ""Oh, it is nothing, let's go to class.""",<question>###QUESTION: Who wins the composition competition?</question><option>###OPTION: A. Xiao Ming B. Xiao Long C. Xiao Hong D. The story does not mention</option>
169,"Last Friday, all classmates in the fifth grade of elementary school participate in a Chinese composition competition. Xiao Ming really wants to win first place in this competition. The competition results come out, Xiao Hong wins the competition, and Xiao Ming happens to take a leave of absence and does not go to school that day. When going to school on Monday, Xiao Hong is the first to see Xiao Ming and says: ""Xiao Ming, I read your composition and it is not bad, just a bit regrettable."" Xiao Ming is very surprised when he hears this and says: ""What do you mean, can you be more clear?"" Xiao Hong looks at Xiao Ming and says: ""Oh, it is nothing, let's go to class.""",<question>###QUESTION: Does Xiao Hong know that Xiao Ming really wants to win this composition competition?</question><option>###OPTION: A. Knows B. Does not know</option>
170,"On Friday afternoon, in the school library, Xiao Li is reading a magazine attentively. Xiao Gang and Xiao Xue sit on the table next to her, they are also Xiao Li's classmates. Xiao Gang suddenly says to Xiao Xue: ""Do you know Xiao Li comes here to read magazines every day? I think she is a bit unusual."" At this moment, Xiao Li hears their conversation, quietly closes the magazine, and prepares to leave. Xiao Xue continues to say: ""Yes, she always sits here alone, seems very focused."" Xiao Li feels a bit surprised, but still says friendly: ""Hmm, I am particularly interested in this magazine."" Xiao Gang and Xiao Xue laugh, then Xiao Xue asks: ""Xiao Li, are you going to participate in the school's poetry recitation competition now?""",<question>###QUESTION: Does anyone say something inappropriate in this story?</question><option>###OPTION: A. Someone says something inappropriate in the story B. No one says anything inappropriate in the story.</option>
171,"On Friday afternoon, in the school library, Xiao Li is reading a magazine attentively. Xiao Gang and Xiao Xue sit on the table next to her, they are also Xiao Li's classmates. Xiao Gang suddenly says to Xiao Xue: ""Do you know Xiao Li comes here to read magazines every day? I think she is a bit unusual."" At this moment, Xiao Li hears their conversation, quietly closes the magazine, and prepares to leave. Xiao Xue continues to say: ""Yes, she always sits here alone, seems very focused."" Xiao Li feels a bit surprised, but still says friendly: ""Hmm, I am particularly interested in this magazine."" Xiao Gang and Xiao Xue laugh, then Xiao Xue asks: ""Xiao Li, are you going to participate in the school's poetry recitation competition now?""","<question>###QUESTION: If there is, which sentence is inappropriate?</question><option>###OPTION: A. Do you know Xiao Li comes here to read magazines every day? I think she is a bit unusual. B. Yes, she always sits here alone, seems very focused. C. Hmm, I am particularly interested in this magazine. D. There is no inappropriate sentence.</option>"
172,"On Friday afternoon, in the school library, Xiao Li is reading a magazine attentively. Xiao Gang and Xiao Xue sit on the table next to her, they are also Xiao Li's classmates. Xiao Gang suddenly says to Xiao Xue: ""Do you know Xiao Li comes here to read magazines every day? I think she is a bit unusual."" At this moment, Xiao Li hears their conversation, quietly closes the magazine, and prepares to leave. Xiao Xue continues to say: ""Yes, she always sits here alone, seems very focused."" Xiao Li feels a bit surprised, but still says friendly: ""Hmm, I am particularly interested in this magazine."" Xiao Gang and Xiao Xue laugh, then Xiao Xue asks: ""Xiao Li, are you going to participate in the school's poetry recitation competition now?""",<question>###QUESTION: Where does the story take place?</question><option>###OPTION: A. Supermarket B. Park C. Library D. Classroom</option>
173,"On Friday afternoon, in the school library, Xiao Li is reading a magazine attentively. Xiao Gang and Xiao Xue sit on the table next to her, they are also Xiao Li's classmates. Xiao Gang suddenly says to Xiao Xue: ""Do you know Xiao Li comes here to read magazines every day? I think she is a bit unusual."" At this moment, Xiao Li hears their conversation, quietly closes the magazine, and prepares to leave. Xiao Xue continues to say: ""Yes, she always sits here alone, seems very focused."" Xiao Li feels a bit surprised, but still says friendly: ""Hmm, I am particularly interested in this magazine."" Xiao Gang and Xiao Xue laugh, then Xiao Xue asks: ""Xiao Li, are you going to participate in the school's poetry recitation competition now?""",<question>###QUESTION: Does Xiao Xue know that Xiao Li hears her conversation?</question><option>###OPTION: A. Knows B. Does not know</option>
174,"On weekend afternoons, Xiao Hong invites her friend Xiao Li to go shopping and try on clothes at the mall. Xiao Hong tries on a light blue dress and says to Xiao Li: ""I think the style of this dress is good, and the color is also very nice, what do you think?"" Xiao Li looks and says: ""Hmm, this dress is okay, but last week I see our classmate Xiao Mei try on the same style, I think she looks better in it."" Xiao Hong is silent, then says: ""But I prefer the color combination of this one."" Xiao Li replies: ""Maybe you can try other styles again.""",<question>###QUESTION: Does anyone say something inappropriate in this story?</question><option>###OPTION: A. Someone in the story says something inappropriate B. No one in the story says anything inappropriate.</option>
175,"On weekend afternoons, Xiao Hong invites her friend Xiao Li to go shopping and try on clothes at the mall. Xiao Hong tries on a light blue dress and says to Xiao Li: ""I think the style of this dress is good, and the color is also very nice, what do you think?"" Xiao Li looks and says: ""Hmm, this dress is okay, but last week I see our classmate Xiao Mei try on the same style, I think she looks better in it."" Xiao Hong is silent, then says: ""But I prefer the color combination of this one."" Xiao Li replies: ""Maybe you can try other styles again.""","<question>###QUESTION: If there is, which sentence is inappropriate?</question><option>###OPTION: A. But I like the color match of this one more. B. Hmm, this dress is okay, but last week I see our classmate Xiao Mei try on the same style, I think she looks better in it. C. Maybe you can try other styles again. D. There is no inappropriate sentence.</option>"
176,"On weekend afternoons, Xiao Hong invites her friend Xiao Li to go shopping and try on clothes at the mall. Xiao Hong tries on a light blue dress and says to Xiao Li: ""I think the style of this dress is good, and the color is also very nice, what do you think?"" Xiao Li looks and says: ""Hmm, this dress is okay, but last week I see our classmate Xiao Mei try on the same style, I think she looks better in it."" Xiao Hong is silent, then says: ""But I prefer the color combination of this one."" Xiao Li replies: ""Maybe you can try other styles again.""",<question>###QUESTION: Where do they shop?</question><option>###OPTION: A. Bookstore B. Supermarket C. Mall D. Department store</option>
177,"On weekend afternoons, Xiao Hong invites her friend Xiao Li to go shopping and try on clothes at the mall. Xiao Hong tries on a light blue dress and says to Xiao Li: ""I think the style of this dress is good, and the color is also very nice, what do you think?"" Xiao Li looks and says: ""Hmm, this dress is okay, but last week I see our classmate Xiao Mei try on the same style, I think she looks better in it."" Xiao Hong is silent, then says: ""But I prefer the color combination of this one."" Xiao Li replies: ""Maybe you can try other styles again.""",<question>###QUESTION: Does Xiao Li know this is the dress Xiao Hong picks out herself?</question><option>###OPTION: A. Knows B. Does not know</option>
178,"In the team meeting, the supervisor asks about Xiao Lin's project status. Xiao Lin answers, ""The project encounters unexpected challenges."" Xiao Zhou optimistically comments, ""You always keep such a low profile, surely you have a surprise to show us again!"" Xiao Lin softly says, ""I do my best."" Then, the supervisor says, ""Okay, we continue to discuss other matters.""",<question>###QUESTION: Does anyone say something inappropriate in this story?</question><option>###OPTION: A. Someone says something inappropriate in the story. B. No one says anything inappropriate in the story.</option>
179,"In the team meeting, the supervisor asks about Xiao Lin's project status. Xiao Lin answers, ""The project encounters unexpected challenges."" Xiao Zhou optimistically comments, ""You always keep such a low profile, surely you have a surprise to show us again!"" Xiao Lin softly says, ""I do my best."" Then, the supervisor says, ""Okay, we continue to discuss other matters.""","<question>###QUESTION: If there is, which sentence is inappropriate?</question><option>###OPTION: A. The project encounters unexpected challenges. B. You always keep such a low profile, surely you have surprises to show us again! C. I do my best. D. Okay, we continue to discuss other matters.</option>"
180,"In the team meeting, the supervisor asks about Xiao Lin's project status. Xiao Lin answers, ""The project encounters unexpected challenges."" Xiao Zhou optimistically comments, ""You always keep such a low profile, surely you have a surprise to show us again!"" Xiao Lin softly says, ""I do my best."" Then, the supervisor says, ""Okay, we continue to discuss other matters.""",<question>###QUESTION: What change happens to the project?</question><option>###OPTION: A. Finishes ahead of schedule B. Gets cancelled C. Does not progress smoothly D. Exceeds expectations</option>
181,"In the team meeting, the supervisor asks about Xiao Lin's project status. Xiao Lin answers, ""The project encounters unexpected challenges."" Xiao Zhou optimistically comments, ""You always keep such a low profile, surely you have a surprise to show us again!"" Xiao Lin softly says, ""I do my best."" Then, the supervisor says, ""Okay, we continue to discuss other matters.""",<question>###QUESTION: Does Xiao Zhou know that Xiao Lin really encounters challenges?</question><option>###OPTION: A. Knows B. Does not know</option>
182,"Xiaolin and Xiaoli are good friends. Xiaoli breaks up last weekend. One day, when Xiaolin sees Xiaoli, he says, ""Xiaoli, why don't you come to the party last weekend? We all miss you."" Xiaoli briefly replies, ""Oh, I have something to do."" Xiaolin continues, ""Your girlfriend also doesn't come, don't you always attend together?"" Xiaoli says, ""I am quite busy with work recently.""",<question>###QUESTION: Does anyone say something inappropriate in this story?</question><option>###OPTION: A. Someone says something inappropriate in the story. B. No one says anything inappropriate in the story.</option>
183,"Xiaolin and Xiaoli are good friends. Xiaoli breaks up last weekend. One day, when Xiaolin sees Xiaoli, he says, ""Xiaoli, why don't you come to the party last weekend? We all miss you."" Xiaoli briefly replies, ""Oh, I have something to do."" Xiaolin continues, ""Your girlfriend also doesn't come, don't you always attend together?"" Xiaoli says, ""I am quite busy with work recently.""","<question>###QUESTION: If there is, which sentence is inappropriate?</question><option>###OPTION: A. Xiaoli, why don't you come to the party last weekend? We all miss you. B. Oh, I have something. C. Your girlfriend doesn't come either, don't you always attend together? D. There is no inappropriate sentence.</option>"
184,"Xiaolin and Xiaoli are good friends. Xiaoli breaks up last weekend. One day, when Xiaolin sees Xiaoli, he says, ""Xiaoli, why don't you come to the party last weekend? We all miss you."" Xiaoli briefly replies, ""Oh, I have something to do."" Xiaolin continues, ""Your girlfriend also doesn't come, don't you always attend together?"" Xiaoli says, ""I am quite busy with work recently.""",<question>###QUESTION: What happens to Xiaoli recently?</question><option>###OPTION: A. He gets a promotion. B. He moves house. C. He experiences a breakup. D. He wins an award.</option>
185,"Xiaolin and Xiaoli are good friends. Xiaoli breaks up last weekend. One day, when Xiaolin sees Xiaoli, he says, ""Xiaoli, why don't you come to the party last weekend? We all miss you."" Xiaoli briefly replies, ""Oh, I have something to do."" Xiaolin continues, ""Your girlfriend also doesn't come, don't you always attend together?"" Xiaoli says, ""I am quite busy with work recently.""",<question>###QUESTION: Does Xiaolin know that Xiaoli breaks up?</question><option>###OPTION: A. Knows B. Does not know</option>
186,"The new semester of university starts, Xiao Wang and Xiao Zhao become roommates in the dormitory. Xiao Wang's family condition is relatively good, Xiao Zhao's is not so good. One day, Xiao Wang buys some new clothes and snacks, Xiao Zhao sees and asks: ""These new things look pretty good, you shop a lot recently, huh?"" Xiao Wang smiles and replies: ""Yes, I occasionally treat myself well. Do you need anything? I can keep an eye out for you next time."" Xiao Zhao says: ""No need, but thank you for your offer.""",<question>###QUESTION: Does anyone say something inappropriate in this story?</question><option>###OPTION: A. Someone says something inappropriate in the story. B. No one says anything inappropriate in the story.</option>
187,"The new semester of university starts, Xiao Wang and Xiao Zhao become roommates in the dormitory. Xiao Wang's family condition is relatively good, Xiao Zhao's is not so good. One day, Xiao Wang buys some new clothes and snacks, Xiao Zhao sees and asks: ""These new things look pretty good, you shop a lot recently, huh?"" Xiao Wang smiles and replies: ""Yes, I occasionally treat myself well. Do you need anything? I can keep an eye out for you next time."" Xiao Zhao says: ""No need, but thank you for your offer.""","<question>###QUESTION: If there is, which sentence is inappropriate?</question><option>###OPTION: A. These new things look pretty good, you shop a lot recently, right? B. Yes, I occasionally treat myself well. Do you need anything? I can keep an eye out for you next time. C. No need, but thank you for your offer. D. There is no inappropriate sentence</option>"
188,"The new semester of university starts, Xiao Wang and Xiao Zhao become roommates in the dormitory. Xiao Wang's family condition is relatively good, Xiao Zhao's is not so good. One day, Xiao Wang buys some new clothes and snacks, Xiao Zhao sees and asks: ""These new things look pretty good, you shop a lot recently, huh?"" Xiao Wang smiles and replies: ""Yes, I occasionally treat myself well. Do you need anything? I can keep an eye out for you next time."" Xiao Zhao says: ""No need, but thank you for your offer.""",<question>###QUESTION: What is the relationship between Xiao Wang and Xiao Zhao?</question><option>###OPTION: A. Classmates B. Roommates C. Friends D. Colleagues</option>
189,"The new semester of university starts, Xiao Wang and Xiao Zhao become roommates in the dormitory. Xiao Wang's family condition is relatively good, Xiao Zhao's is not so good. One day, Xiao Wang buys some new clothes and snacks, Xiao Zhao sees and asks: ""These new things look pretty good, you shop a lot recently, huh?"" Xiao Wang smiles and replies: ""Yes, I occasionally treat myself well. Do you need anything? I can keep an eye out for you next time."" Xiao Zhao says: ""No need, but thank you for your offer.""",<question>###QUESTION: Does Xiao Wang know that Xiao Zhao's family conditions are not good?</question><option>###OPTION: A. Knows B. Does not know</option>
190,"On weekend nights, Xiao Li and Xiao Wang have dinner in a romantic restaurant. In the conversation, Xiao Li says, ""Xiao Wang, I find a great apartment, we can consider moving in. What do you think?"" Xiao Wang is a bit surprised, stays silent for a while, then says, ""The atmosphere of this restaurant is really good."" Xiao Li continues, ""I think this is an important step in our relationship. Don't you think so too?""",<question>###QUESTION: Does anyone say something inappropriate in this story?</question><option>###OPTION: A. Someone says something inappropriate in the story. B. No one says anything inappropriate in the story.</option>
191,"On weekend nights, Xiao Li and Xiao Wang have dinner in a romantic restaurant. In the conversation, Xiao Li says, ""Xiao Wang, I find a great apartment, we can consider moving in. What do you think?"" Xiao Wang is a bit surprised, stays silent for a while, then says, ""The atmosphere of this restaurant is really good."" Xiao Li continues, ""I think this is an important step in our relationship. Don't you think so too?""","<question>###QUESTION: If there is, which sentence is inappropriate?</question><option>###OPTION: A. Xiao Wang, I find a great apartment, we can consider moving in. What do you think? B. The atmosphere of this restaurant is really good. C. I think this is an important step in our relationship. Don't you think so too? D. There is no inappropriate sentence</option>"
192,"On weekend nights, Xiao Li and Xiao Wang have dinner in a romantic restaurant. In the conversation, Xiao Li says, ""Xiao Wang, I find a great apartment, we can consider moving in. What do you think?"" Xiao Wang is a bit surprised, stays silent for a while, then says, ""The atmosphere of this restaurant is really good."" Xiao Li continues, ""I think this is an important step in our relationship. Don't you think so too?""",<question>###QUESTION: Where do Xiao Li and Xiao Wang date?</question><option>###OPTION: A. Cafe B. Restaurant C. Park D. Amusement park</option>
193,"On weekend nights, Xiao Li and Xiao Wang have dinner in a romantic restaurant. In the conversation, Xiao Li says, ""Xiao Wang, I find a great apartment, we can consider moving in. What do you think?"" Xiao Wang is a bit surprised, stays silent for a while, then says, ""The atmosphere of this restaurant is really good."" Xiao Li continues, ""I think this is an important step in our relationship. Don't you think so too?""",<question>###QUESTION: Does Xiao Li know Xiao Wang is not ready to move in together yet?</question><option>###OPTION: A. Knows B. Does not know</option>
194,"On Saturday morning, Xiao Wang and Xiao Zhao meet at the school gate. Xiao Zhao says: ""I have a basketball game this afternoon, do you come to watch?"" Xiao Wang remembers Xiao Zhao's game, and replies: ""Of course, I definitely go to support you."" Xiao Zhao happily says: ""Great, thank you!""",<question>###QUESTION: Does anyone say something inappropriate in this story?</question><option>###OPTION: A. Someone says something inappropriate in the story. B. No one says anything inappropriate in the story.</option>
195,"On Saturday morning, Xiao Wang and Xiao Zhao meet at the school gate. Xiao Zhao says: ""I have a basketball game this afternoon, do you come to watch?"" Xiao Wang remembers Xiao Zhao's game, and replies: ""Of course, I definitely go to support you."" Xiao Zhao happily says: ""Great, thank you!""","<question>###QUESTION: If there is, which sentence is not appropriate?</question><option>###OPTION: A. I have a basketball game this afternoon, do you come to watch? B. Of course, I definitely go to support you. C. Great, thank you! D. There is no inappropriate sentence</option>"
196,"On Saturday morning, Xiao Wang and Xiao Zhao meet at the school gate. Xiao Zhao says: ""I have a basketball game this afternoon, do you come to watch?"" Xiao Wang remembers Xiao Zhao's game, and replies: ""Of course, I definitely go to support you."" Xiao Zhao happily says: ""Great, thank you!""",<question>###QUESTION: What event does Xiao Zhao invite Xiao Wang to watch?</question><option>###OPTION: A. Xiao Wang's birthday party. B. Xiao Zhao's basketball game. C. Another friend's concert. D. The school's sports meeting.</option>
197,"On Saturday morning, Xiao Wang and Xiao Zhao meet at the school gate. Xiao Zhao says: ""I have a basketball game this afternoon, do you come to watch?"" Xiao Wang remembers Xiao Zhao's game, and replies: ""Of course, I definitely go to support you."" Xiao Zhao happily says: ""Great, thank you!""",<question>###QUESTION: Does Xiao Wang remember Xiao Zhao's basketball game?</question><option>###OPTION: A. Remembers B. Does not remember</option>
198,"Over the weekend, Xiao Dan and her mother just move into a new house, they go to the mall to buy pink curtains. On Monday afternoon, Xiao Dan hangs the curtains in her bedroom. After hanging them, she says to her mother: ""Mom, the new curtains look really nice."" Her mother smiles and says: ""Yes, pink is very suitable for Xiao Dan's room."" After a while, Xiao Dan's best friend Xiao Rong comes to the new house to play, and says after seeing the curtains: ""Wow, these curtains are really beautiful, they match your bedroom very well."" Xiao Dan happily says: ""Thank you, what do you think of the other parts of my room?""",<question>###QUESTION: Does anyone say something inappropriate in this story?</question><option>###OPTION: A. Someone in the story says something inappropriate B. No one in the story says anything inappropriate.</option>
